intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
730000,0.0007112236944660951,0.24745762711864408,0.0007112236944660951,0.0007112236944660951,,,,GCA_0101625551.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,1e1eeadf2eb3466b7867b3cf08a455fb,0.24745762711864408,730000,0,570000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605140.fastq.gz,,9a37d038,1026400000
700000,0.0006819953234606392,0.09125475285171103,0.0002338269680436477,0.0002338269680436477,,,,GCA_0101521551.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,1349ec63357a191d4a1c495c8097e71e,0.2661596958174905,240000,1,330000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605140.fastq.gz,,9a37d038,1026400000
810000,0.0006274643468560938,0.3,0.0006274643468560938,0.0006274643468560938,,,,adttb.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,cdb87a4cf11787cd4b46472eb1ca5a5e,0.3,810000,0,540000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605141.fastq.gz,,2c09285a,1290910000
760000,0.0005887319797662114,0.06529209621993128,0.00014718299494155285,0.00014718299494155285,,,,GCA_0101365351.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,80e6e5dd6d70dd115d8cb1f9dfbbe80c,0.2611683848797251,190000,1,350000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605141.fastq.gz,,2c09285a,1290910000
490000,0.00037957719748084686,0.048582995951417005,9.29576810157176e-05,9.29576810157176e-05,,,,GCA_0101600151.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,6fc681596794569f5c900e716f2bd7d5,0.19838056680161945,120000,2,230000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605141.fastq.gz,,2c09285a,1290910000
320000,0.00033202598103301584,0.11764705882352941,0.00033202598103301584,0.00033202598103301584,,,,adptv.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,45260da80b150ec1f03efaaec0773683,0.11764705882352941,320000,0,260000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605142.fastq.gz,,8320ab4e,963780000
270000,0.0002801469214966071,0.05084745762711865,0.00012450974288738095,0.00012450974288738095,,,,abkvh.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,7e6643487db04ff4cc792c1f627887b4,0.11440677966101695,120000,1,140000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605142.fastq.gz,,8320ab4e,963780000
240000,0.000215486280706795,0.08480565371024736,0.000215486280706795,0.000215486280706795,,,,adpwb.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,11e02fc92fecd91cd3972ba6e24d0017,0.08480565371024736,240000,0,270000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605143.fastq.gz,,ff90b8df,1113760000
250000,0.00021433838028772783,0.09505703422053231,0.00021433838028772783,0.00021433838028772783,,,,GCA_0101521551.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,1349ec63357a191d4a1c495c8097e71e,0.09505703422053231,250000,0,230000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605144.fastq.gz,,cdf28871,1166380000
160000,0.00013815136208608557,0.054982817869415807,0.00013815136208608557,0.00013815136208608557,,,,GCA_0101365351.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,80e6e5dd6d70dd115d8cb1f9dfbbe80c,0.054982817869415807,160000,0,140000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605145.fastq.gz,,85262e60,1158150000
300000,0.0002417717030398762,0.11029411764705882,0.0002417717030398762,0.0002417717030398762,,,,GCA_0101363151.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,a5a96dbe5753d88f20272dff898243dc,0.11029411764705882,300000,0,290000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605146.fastq.gz,,b78f90a1,1240840000
500000,0.0005727311256457544,0.19607843137254902,0.0005727311256457544,0.0005727311256457544,,,,GCA_0101477451.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,4cd92fea1eb8f94a1bbded54379a60cb,0.19607843137254902,500000,0,440000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605147.fastq.gz,,5c319198,873010000
290000,0.0003321840528745375,0.04888888888888889,0.00012600084764206597,0.00012600084764206597,,,,acvdh.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,3d622062f0aa5597b08f20b0fee88560,0.1288888888888889,110000,1,330000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605147.fastq.gz,,5c319198,873010000
370000,0.00039820056393809596,0.12982456140350876,0.00039820056393809596,0.00039820056393809596,,,,GCA_0101364151.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,35dfb972dfb04ab19cc1e02e82dbfb03,0.12982456140350876,370000,0,420000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605148.fastq.gz,,ce00d77d,929180000
330000,0.0003551518543231667,0.10126582278481013,0.00025829225768957576,0.00025829225768957576,,,,GCA_0101501951.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,45ba56e77436df7b4a6e5366a1615c96,0.13924050632911392,240000,1,180000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605148.fastq.gz,,ce00d77d,929180000
880000,0.0004898440848543549,0.34509803921568627,0.0004898440848543549,0.0004898440848543549,,,,GCA_0101477451.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,4cd92fea1eb8f94a1bbded54379a60cb,0.34509803921568627,880000,0,840000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605149.fastq.gz,,7fe4af27,1796490000
850000,0.0004731448546888655,0.24050632911392406,0.00031728537314429806,0.00031728537314429806,,,,GCA_0101501951.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,45ba56e77436df7b4a6e5366a1615c96,0.35864978902953587,570000,1,270000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605149.fastq.gz,,7fe4af27,1796490000
690000,0.00038408229380625553,0.044444444444444446,5.566410055163124e-05,5.566410055163124e-05,,,,acvdh.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,3d622062f0aa5597b08f20b0fee88560,0.30666666666666664,100000,2,170000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605149.fastq.gz,,7fe4af27,1796490000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605150.fastq.gz,NA,NA,NA
2280000,0.00205333261286575,0.7835051546391752,0.00205333261286575,0.00205333261286575,,,,GCA_0101365351.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,80e6e5dd6d70dd115d8cb1f9dfbbe80c,0.7835051546391752,2280000,0,2630000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605151.fastq.gz,,0b0ebe97,1110390000
1480000,0.0013328650294040833,0.3568627450980392,0.0008195318761876457,0.0008195318761876457,,,,GCA_0101653751.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,cde1126453482992781d2eae317c2da1,0.5803921568627451,910000,1,1720000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605151.fastq.gz,,0b0ebe97,1110390000
2220000,0.001999297544106125,0.18983050847457628,0.0005043273084231666,0.0005043273084231666,,,,GCA_0101625551.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,1e1eeadf2eb3466b7867b3cf08a455fb,0.752542372881356,560000,2,1160000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605151.fastq.gz,,0b0ebe97,1110390000
2260000,0.002035320923279208,0.10877192982456141,0.0002791811885913958,0.0002791811885913958,,,,GCA_0101364151.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,35dfb972dfb04ab19cc1e02e82dbfb03,0.7929824561403509,310000,3,850000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605151.fastq.gz,,0b0ebe97,1110390000
1460000,0.0013148533398175417,0.0779816513761468,0.00015309936148560416,0.00015309936148560416,,,,GCA_0101371451.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,2b8f3dc27e4aafadab31a8d653d2ae34,0.6697247706422018,170000,4,680000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605151.fastq.gz,,0b0ebe97,1110390000
2280000,0.00205333261286575,0.06274509803921569,0.00014409351669233332,0.00014409351669233332,,,,GCA_0101477451.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,4cd92fea1eb8f94a1bbded54379a60cb,0.8941176470588236,160000,5,520000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605151.fastq.gz,,0b0ebe97,1110390000
1470000,0.0013238591846108125,0.041666666666666664,9.005844793270832e-05,9.005844793270832e-05,,,,aatzm.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,432799d6d268dd23cf23a64dfe318e40,0.6125,100000,6,420000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605151.fastq.gz,,0b0ebe97,1110390000
2110000,0.002113995451403152,0.8274509803921568,0.002113995451403152,0.002113995451403152,,,,GCA_0101477451.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,4cd92fea1eb8f94a1bbded54379a60cb,0.8274509803921568,2110000,0,2060000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605152.fastq.gz,,377787e0,998110000
1150000,0.001152177615693661,0.28270042194092826,0.0006712686978389156,0.0006712686978389156,,,,GCA_0101501951.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,45ba56e77436df7b4a6e5366a1615c96,0.48523206751054854,670000,1,1390000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605152.fastq.gz,,377787e0,998110000
1950000,0.0019536924787849036,0.1649122807017544,0.0004708899820661049,0.0004708899820661049,,,,GCA_0101364151.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,35dfb972dfb04ab19cc1e02e82dbfb03,0.6842105263157895,470000,2,920000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605152.fastq.gz,,377787e0,998110000
2100000,0.0021039765156145116,0.08135593220338982,0.00024045445892737275,0.00024045445892737275,,,,GCA_0101625551.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,1e1eeadf2eb3466b7867b3cf08a455fb,0.711864406779661,240000,3,680000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605152.fastq.gz,,377787e0,998110000
1960000,0.001963711414573544,0.053231939163498096,0.00014026510104096744,0.00014026510104096744,,,,GCA_0101521551.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,1349ec63357a191d4a1c495c8097e71e,0.7452471482889734,140000,4,540000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605152.fastq.gz,,377787e0,998110000
1220000,0.0012223101662141448,0.048458149779735685,0.00011020829367504584,0.00011020829367504584,,,,GCA_0101358251.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,bf4150476f3023b40c1baa37056a09d3,0.5374449339207048,110000,5,430000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605152.fastq.gz,,377787e0,998110000
1540000,0.0015709156193895871,0.5403508771929825,0.0015709156193895871,0.0015709156193895871,,,,GCA_0101364151.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,35dfb972dfb04ab19cc1e02e82dbfb03,0.5403508771929825,1540000,0,700000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605153.fastq.gz,,10bbcf51,980320000
1350000,0.001377101354659703,0.08455882352941177,0.00023461726783091235,0.00023461726783091235,,,,adptv.fasta,data/metagenome_analyses/strain_tracking/sepidermidis_NIH_JOh_genomes_0.998/genomes_61_10000/genome.sig,45260da80b150ec1f03efaaec0773683,0.4963235294117647,230000,1,470000,data/metagenome_analyses/strain_tracking/sigs_61_10000/ERR4605153.fastq.gz,,10bbcf51,980320000
