gene	hits	maxp	avg_af	avg_maf	avg_beta
ref_00623	5	6.52870828894	0.9246	0.0754	16.34
ref_00622	4	6.52870828894	0.92125	0.07875	16.1
ref_00044|ref_00045	1	7.96257350206	0.0191	0.0191	20.4
sle1	13	7.96257350206	0.261576923077	0.261576923077	18.0230769231
ref_01356	4	7.96257350206	0.718775	0.281225	18.35
ref_02286	17	7.96257350206	0.262329411765	0.262329411765	18.3705882353
guaA	43	6.57839607313	0.485295348837	0.485295348837	17.2976744186
recA	1	6.51999305704	0.976	0.024	18.5
recF	6	7.96257350206	0.354983333333	0.354983333333	18.65
ref_00132	20	7.96257350206	0.02318	0.02318	19.285
recR	27	15.0767559814	0.580181481481	0.419818518519	20.8851851852
lip2_1	6	7.282329497	0.3588	0.3588	18.05
lip2_2	86	7.96257350206	0.29088372093	0.29088372093	17.4790697674
ref_00699	1	5.85078088734	0.0335	0.0335	16.4
bmrA	1	7.1214782045	0.0574	0.0574	18.3
ref_00756	3	6.47625353319	0.909333333333	0.0906666666667	17.3333333333
pflB	13	7.96257350206	0.396415384615	0.396415384615	18.8153846154
ilvE	30	7.96257350206	0.292786666667	0.292786666667	18.5833333333
ref_02328	14	8.08830984125	0.36445	0.36445	16.8714285714
ref_02282	72	7.96257350206	0.549536111111	0.450463888889	19.1333333333
ref_02281	9	7.96257350206	0.5434	0.4566	18.4111111111
ref_02280	5	7.96257350206	0.41924	0.41924	19.4
guaB	10	6.57839607313	0.40627	0.40627	17.18
ref_02285	7	7.96257350206	0.439671428571	0.439671428571	19.2857142857
blaR1-2|blaZ	1	5.8894102897	0.172	0.172	9.92
ref_02289	16	6.72815839346	0.02930625	0.02930625	17.64375
ref_02288	13	6.72815839346	0.0279615384615	0.0279615384615	17.7307692308
ref_02324	5	7.96257350206	0.75522	0.24478	17.68
ref_02325	9	7.96257350206	0.169011111111	0.169011111111	19.1666666667
ref_02326	5	7.96257350206	0.05166	0.05166	19.6
ref_02327	7	7.96257350206	0.5318	0.4682	18.8571428571
ahpF	20	7.96257350206	0.46442	0.46442	19.005
ahpC	7	7.96257350206	0.445671428571	0.445671428571	19.5857142857
ref_02102	3	7.96257350206	0.6587	0.3413	19.9333333333
serS	18	7.96257350206	0.183666666667	0.183666666667	19.0611111111
ref_02265	3	6.72815839346	0.317266666667	0.317266666667	17.4333333333
ref_02267	9	6.72815839346	0.453944444444	0.453944444444	17.8777777778
ref_02266	10	6.80410034759	0.41137	0.41137	17.69
tcyP	27	7.96257350206	0.348066666667	0.348066666667	19.862962963
nagP	1	6.69464863055	0.105	0.105	19.0
dltD	1	6.52870828894	0.943	0.057	17.3
copB	19	7.96257350206	0.4353	0.4353	13.8589473684
ref_00232	1	6.72815839346	0.0287	0.0287	17.8
ref_00331	15	7.96257350206	0.586993333333	0.413006666667	18.06
ref_00330	2	6.59859945922	0.0598	0.0598	17.25
menE_1	9	7.96257350206	0.346722222222	0.346722222222	19.7333333333
dnaA	11	7.96257350206	0.373736363636	0.373736363636	19.5363636364
ref_02196	7	13.6458915609	0.423814285714	0.423814285714	20.2857142857
dnaC	12	7.96257350206	0.262358333333	0.262358333333	19.5333333333
dnaN	16	7.96257350206	0.436375	0.436375	18.841875
sdhA	1	6.52870828894	0.943	0.057	17.3
ref_00094	2	7.96257350206	0.0191	0.0191	20.4
ref_00095	9	7.96257350206	0.0191	0.0191	20.4
ref_01470	2	7.96257350206	0.0239	0.0239	19.1
trpA	1	6.69464863055	0.105	0.105	19.0
hpcG	13	7.96257350206	0.403807692308	0.403807692308	19.3846153846
galK	6	23.0109953843	0.40355	0.40355	18.8666666667
ref_00700	1	5.85078088734	0.0335	0.0335	16.4
ypcP	1	5.95860731484	0.957	0.043	17.0
gyrB	14	7.96257350206	0.500764285714	0.499235714286	18.8714285714
gyrA	21	7.96257350206	0.435457142857	0.435457142857	18.3428571429
salA	19	15.0767559814	0.759484210526	0.240515789474	23.4631578947
fusA	4	7.79048498546	0.5131	0.4869	18.175
ref_00465	1	5.85078088734	0.0335	0.0335	16.4
ref_01316	9	7.96257350206	0.947222222222	0.0527777777778	18.3555555556
yknY	8	6.85387196432	0.385125	0.385125	17.85
yhfS	2	6.85387196432	0.055	0.055	17.6
gloB	2	7.84466396253	0.4282	0.4282	13.975
ref_00148	11	7.96257350206	0.194954545455	0.194954545455	17.9545454545
ref_00066	1	7.96257350206	0.0191	0.0191	20.4
macB	7	6.85387196432	0.5584	0.4416	17.4142857143
ref_00142	26	7.96257350206	0.258557692308	0.258557692308	17.6384615385
betI	1	6.37778597703	0.0144	0.0144	18.1
ref_00141	17	7.96257350206	0.3505	0.3505	18.0647058824
ref_00146	8	7.96257350206	0.0191	0.0191	20.4
ref_00207	5	7.79048498546	0.23736	0.23736	19.0
lcdH_2	5	6.37778597703	0.38272	0.38272	17.32
ygcS	24	7.96257350206	0.2234625	0.2234625	18.4041666667
spsB_3	6	7.96257350206	0.34135	0.34135	18.6833333333
nagB_1	39	7.96257350206	0.274276923077	0.274276923077	18.2512820513
ref_01007	1	6.19928292172	0.976	0.024	15.9
tarI1	11	7.96257350206	0.292336363636	0.292336363636	18.0636363636
yfiC	3	7.96257350206	0.6587	0.3413	20.4
yojF	20	7.96257350206	0.449315	0.449315	18.2
yycJ	35	7.96257350206	0.0509828571429	0.0509828571429	18.4971428571
yycI	23	7.96257350206	0.101095652174	0.101095652174	18.6913043478
clpC	92	8.95860731484	0.539784782609	0.460215217391	19.2739130435
clpB	2	6.52870828894	0.4954	0.4954	17.05
hxlB	5	7.96257350206	0.38172	0.38172	19.18
suhB_1	1	7.79048498546	0.0957	0.0957	20.0
ssaA_2	1	9.69250396209	0.981	0.019	13.2
ssaA_1	1	9.69250396209	0.981	0.019	13.2
btuD_8|ref_02330	1	6.37778597703	0.0144	0.0144	18.1
ref_01680	6	6.52870828894	0.6382	0.3618	17.35
ref_01689	2	6.69464863055	0.5405	0.4595	18.75
ref_02310	29	15.0767559814	0.468986206897	0.468986206897	18.3
ref_02315	21	6.57839607313	0.313604761905	0.313604761905	17.5476190476
ref_02314	41	6.57839607313	0.451787804878	0.451787804878	17.4853658537
ref_01862	3	7.79048498546	0.912333333333	0.0876666666667	17.5666666667
radA	60	8.95860731484	0.614355	0.385645	19.0683333333
ref_01861	3	7.96257350206	0.938	0.062	17.7
ebh	1	5.95860731484	0.957	0.043	17.0
ref_00332	12	6.85387196432	0.35725	0.35725	17.6333333333
ref_00190	3	7.96257350206	0.331833333333	0.331833333333	18.9
fosB	8	7.96257350206	0.0400625	0.0400625	19.2375
ref_00203	4	6.37778597703	0.28245	0.28245	17.925
ref_02144	2	7.1784864716	0.0359	0.0359	15.55
ref_02143	2	7.1784864716	0.0359	0.0359	15.55
ref_01912	1	6.69464863055	0.105	0.105	19.0
yacP|ref_00267	1	7.79048498546	0.0957	0.0957	20.0
ref_00585	3	7.23657200644	0.633366666667	0.366633333333	18.1
ref_02246	5	7.96257350206	0.4192	0.4192	18.92
yxeI	9	7.96257350206	0.550833333333	0.449166666667	18.3222222222
yvgN	1	6.10237290871	0.914	0.086	15.7
tuf	14	7.96257350206	0.440557142857	0.440557142857	17.8928571429
bshB2	5	6.80687540165	0.2354	0.2354	17.38
rsmG|mnmG	4	7.96257350206	0.278625	0.278625	19.225
ref_00104	16	7.96257350206	0.02181875	0.02181875	19.2125
ref_00105	23	7.96257350206	0.0212086956522	0.0212086956522	19.0391304348
ung	2	6.348721986	0.5	0.5	16.7
ref_00630	4	6.52870828894	0.71795	0.28205	17.175
ref_01698	3	7.96257350206	0.6557	0.3443	20.0666666667
lnrL|ref_00179	3	6.57839607313	0.652233333333	0.347766666667	17.5666666667
lysP_1	2	23.0109953843	0.50005	0.49995	21.3
putB	1	6.72815839346	0.0287	0.0287	17.8
golD	5	7.96257350206	0.5905	0.4095	18.26
ydaF	9	8.08830984125	0.0562888888889	0.0562888888889	15.9177777778
walK	20	7.96257350206	0.312035	0.312035	18.095
ref_00038	1	7.2076083105	0.067	0.067	13.4
walR	17	7.96257350206	0.132017647059	0.132017647059	19.3764705882
dus	22	8.08830984125	0.501645454545	0.498354545455	17.3090909091
ref_00036	8	6.22914798836	0.0144	0.0144	17.5
ref_00037	7	6.22914798836	0.0144	0.0144	17.5
rpmH	2	7.96257350206	0.48105	0.48105	19.35
ref_02297	1	6.37778597703	0.0144	0.0144	18.1
ref_02290	7	6.72815839346	0.0246	0.0246	17.7714285714
tadA_2	4	7.96257350206	0.500075	0.499925	18.8
nusG	20	7.79048498546	0.520925	0.479075	18.605
dapE_1	22	15.0767559814	0.275959090909	0.275959090909	20.45
ref_02298	1	6.37778597703	0.0144	0.0144	18.1
ref_02350	17	6.48148606012	0.307335294118	0.307335294118	15.8258823529
ref_02353	4	5.93930215965	0.281	0.281	16.35
ref_02352	3	7.96257350206	0.0430666666667	0.0430666666667	19.5
isaB_1|ref_00115	1	7.1214782045	0.0526	0.0526	18.3
ref_02279	13	7.96257350206	0.2473	0.2473	18.7
ref_02171	5	7.00524305541	0.943	0.057	18.1
ref_02173	3	7.1214782045	0.3303	0.3303	17.1666666667
ref_02172	9	7.1214782045	0.640366666667	0.359633333333	17.7888888889
ung|ref_00321	2	6.52870828894	0.5001	0.4999	17.3
ref_02276	27	10.8446639625	0.420877777778	0.420877777778	18.0888888889
ref_02275	20	6.85387196432	0.266515	0.266515	17.34
mcsA	24	7.79048498546	0.532779166667	0.467220833333	19.2375
mcsB	47	7.79048498546	0.508746808511	0.491253191489	19.2574468085
opuCB_1	3	6.37778597703	0.662133333333	0.337866666667	18.1
blaZ	2	5.8894102897	0.172	0.172	9.92
ref_00326	2	7.96257350206	0.50005	0.49995	20.4
ref_00324	7	7.34582345812	0.306928571429	0.306928571429	18.2571428571
ref_00325	4	7.34582345812	0.2715	0.2715	18.675
ref_00322	2	6.69897000434	0.07415	0.07415	17.55
ref_02186	605	16.651695137	0.542483140496	0.457516859504	8.7280661157
ref_00321	5	6.70333480974	0.41824	0.41824	17.64
blaI	1	7.11804502866	0.914	0.086	14.5
ctsR	10	7.79048498546	0.49991	0.49991	19.64
pdhD_1	1	7.96257350206	0.0191	0.0191	20.4
czcD_1	2	7.96257350206	0.0215	0.0215	19.35
smcL	30	7.96257350206	0.2086	0.2086	19.3133333333
glnQ	1	7.96257350206	0.0191	0.0191	20.4
ydhK	3	6.37778597703	0.0175666666667	0.0175666666667	17.3666666667
ackA	8	7.00524305541	0.943	0.057	18.1
mecA	1	6.52870828894	0.943	0.057	17.3
pepF1_2	2	7.96257350206	0.49755	0.49755	18.15
ydhP	2	13.6458915609	0.0191	0.0191	25.3
gseA	16	15.0767559814	0.7323875	0.2676125	24.1125
yflS	3	7.96257350206	0.363666666667	0.363666666667	19.8666666667
ref_00255	13	7.79048498546	0.592569230769	0.407430769231	18.6076923077
ref_02345	27	6.85387196432	0.177518518519	0.177518518519	17.6
metQ_2	11	6.80410034759	0.300036363636	0.300036363636	17.8
dhaL	2	7.96257350206	0.50005	0.49995	20.4
tycC	4	7.96257350206	0.497625	0.497625	19.475
ywqN	13	6.72815839346	0.0279615384615	0.0279615384615	17.7307692308
fumC	1	5.85078088734	0.0335	0.0335	16.4
ref_00074	2	7.96257350206	0.09555	0.09555	15.16
ref_00179	10	6.57839607313	0.3134	0.3134	17.59
ref_00071	1	7.96257350206	0.0191	0.0191	20.4
ref_00172	1	6.20065945055	0.067	0.067	16.9
ref_00171	2	6.57839607313	0.47135	0.47135	17.7
ref_00170	11	6.57839607313	0.204372727273	0.204372727273	17.5
metI|metC	2	6.37778597703	0.5002	0.4998	18.1
gtfA_1	15	7.96257350206	0.45708	0.45708	18.2933333333
gtfA_4	5	8.08830984125	0.07078	0.07078	14.012
ychF	7	6.57839607313	0.1723	0.1723	17.5285714286
cntF	7	7.96257350206	0.332214285714	0.332214285714	18.6714285714
cntC	3	6.57839607313	0.0636333333333	0.0636333333333	16.9
cntA	4	6.37778597703	0.3076	0.3076	17.75
cntM	25	7.07417242538	0.24428	0.24428	17.42
cntL	15	6.57839607313	0.41802	0.41802	17.5266666667
cntK	30	6.57839607313	0.38163	0.38163	17.6733333333
uhpT	6	7.96257350206	0.183483333333	0.183483333333	17.8333333333
darA	3	7.96257350206	0.365266666667	0.365266666667	20.2666666667
cysS|mrnC	2	6.10237290871	0.09305	0.09305	15.35
ref_01379	5	8.96657624451	0.7676	0.2324	16.16
arcB_1	32	6.80410034759	0.416896875	0.416896875	17.6875
lip_2	1	6.52870828894	0.943	0.057	17.3
yhdG_1	10	7.1214782045	0.31919	0.31919	17.79
lipL	3	7.96257350206	0.338066666667	0.338066666667	19.9333333333
ref_02306	12	7.96257350206	0.10765	0.10765	19.5083333333
ref_02305	6	7.96257350206	0.0677666666667	0.0677666666667	19.5333333333
znuA_1	17	6.37778597703	0.359541176471	0.359541176471	17.3352941176
tmk	6	7.96257350206	0.510483333333	0.489516666667	18.6
tdk	2	16.651695137	0.50015	0.49985	16.4
ref_02282|ndhB	2	7.46092390121	0.10045	0.10045	18.95
gabR	122	15.0767559814	0.57756557377	0.42243442623	19.7344262295
aldH1	1	6.69464863055	0.105	0.105	19.0
ribH	4	9.71444269099	0.4127	0.4127	12.58
ref_00216	1	7.96257350206	0.0191	0.0191	20.4
tagE_2	19	7.96257350206	0.386321052632	0.386321052632	18.2210526316
pbpH	1	6.69464863055	0.105	0.105	19.0
bioB	6	7.96257350206	0.166733333333	0.166733333333	19.15
bioF	2	6.37778597703	0.5002	0.4998	18.1
ref_00139	3	7.96257350206	0.0175333333333	0.0175333333333	18.5666666667
ref_00133	14	7.96257350206	0.0201285714286	0.0201285714286	19.4357142857
opuCA_1	3	6.37778597703	0.338266666667	0.338266666667	18.1
garB	1	5.8894102897	0.172	0.172	9.92
ref_00135	15	7.96257350206	0.02038	0.02038	19.2
ref_00134	5	7.96257350206	0.0191	0.0191	20.4
ref_00022|yycI	3	7.34582345812	0.647633333333	0.352366666667	18.5666666667
hel	5	7.34582345812	0.37234	0.37234	18.6
yciC_2	24	7.96257350206	0.4105375	0.4105375	18.0
rlmH	31	7.96257350206	0.180467741935	0.180467741935	18.3806451613
ref_00642	2	7.79048498546	0.9235	0.0765	18.65
rlmG	17	7.79048498546	0.427982352941	0.427982352941	19.6411764706
ref_00726	2	7.96257350206	0.50005	0.49995	20.4
yclN	1	6.11577123037	0.1	0.1	17.5
speG_3	30	15.0767559814	0.556146666667	0.443853333333	20.6833333333
macB|yknY	2	5.87942606879	0.5002	0.4998	16.3
bceB_3	19	7.96257350206	0.468694736842	0.468694736842	18.2210526316
ref_00003	4	7.96257350206	0.029925	0.029925	18.175
cspA_1	4	7.96257350206	0.0251	0.0251	18.075
tarL	3	7.96257350206	0.370033333333	0.370033333333	19.9666666667
tarD	1	7.1214782045	0.0574	0.0574	18.3
ygaZ	11	7.96257350206	0.1761	0.1761	19.0454545455
ref_01679	1	6.13194363818	0.0478	0.0478	16.8
ref_02348	16	6.85387196432	0.32444375	0.32444375	17.74375
ref_02349	11	6.37778597703	0.218345454545	0.218345454545	16.7545454545
ref_01381	1	6.10237290871	0.914	0.086	15.7
ref_01380	5	7.96257350206	0.59722	0.40278	18.88
ref_02343	10	6.55284196866	0.39704	0.39704	16.97
hpt	14	6.47625353319	0.498007142857	0.498007142857	17.0928571429
uvrA_3	1	7.96257350206	0.0191	0.0191	20.4
brnQ_1	32	15.0767559814	0.344228125	0.344228125	19.540625
metXA	18	7.96257350206	0.297155555556	0.297155555556	17.6833333333
arcA_2	1	6.69464863055	0.105	0.105	19.0
sasA	1	7.34582345812	0.0239	0.0239	19.0
lysS	107	15.0767559814	0.562251401869	0.437748598131	19.9112149533
ref_00140	7	6.72815839346	0.143628571429	0.143628571429	17.9142857143
mltF	1	6.16494389828	0.067	0.067	17.0
ref_00311	9	7.96257350206	0.331133333333	0.331133333333	19.4111111111
pdxK	40	7.96257350206	0.43537	0.43537	18.925
ref_00317	32	7.96257350206	0.44181875	0.44181875	18.971875
ref_00316	2	7.96257350206	0.0215	0.0215	19.15
ref_00315	5	7.34582345812	0.23066	0.23066	17.8
argF_2	1	7.34582345812	0.0239	0.0239	19.0
spo0J	8	7.96257350206	0.2733375	0.2733375	18.475
lcdH_1	2	6.17134010346	0.49985	0.49985	17.3
glpD	1	6.41793663709	0.12	0.12	18.2
blaR1-2	9	7.83863199777	0.255444444444	0.255444444444	10.6622222222
pdxS	25	7.79048498546	0.547296	0.452704	19.248
pdxT	39	14.747146969	0.460166666667	0.460166666667	19.0230769231
glpK	1	6.41793663709	0.12	0.12	18.2
